Index,Dose,Measure,Time
0, 0.1, 0.529, 10080
1, 0.1, 0.541, 20160
2, 1, 1.156, 10080
3, 1, 2.290, 20160
4, 3, 1.560, 10080
5, 14, 1.1550, 2880
