Index,Dose,Measure,Time
0, 0.001630, 1.40, 1440
1, 0.003250, 0.55, 2880
2, 0.004880, 0.59, 4320
3, 0.006510, 0.90, 5760
4, 0.000078, 0.64, 1440
5, 0.000156, 0.46, 2880
6, 0.000234, 0.68, 4320
7, 0.000313, 0.78, 5760
8, 0.000017, 0.33, 1440
9, 0.000034, 0.44, 2880
10, 0.000051, 0.42, 4320
11, 0.000069, 0.57, 5760
