Index,Dose,Measure,Time
0, 2.5, 171.0, 4320
1, 2.5, 191.0, 14400
2, 2.5, 150.0, 34560
3, 2.5, 432.0, 4320
4, 2.5, 387.0, 14400
5, 2.5, 219.0, 34560
6, 2.5, 212.0, 4320
7, 2.5, 213.0, 14400
8, 2.5, 243.0, 34560
