Index,Dose,Measure,Time
0, 0.6308272379658129, 0.5433070866141732, 4320
1, 1.5471308472227774, 0.43700787401574814, 4320
2, 2.8263186644816614, 0.43700787401574814, 4320
3, 2.5722717401441573, 0.8622047244094482, 4320
4, 2.367467391449166, 0.9803149606299213, 4320
5, 1.8622646788440784, 1.2047244094488194, 4320
6, 3.440638448112768, 1.7480314960629926, 4320
7, 1.4959297600490293, 2.716535433070866, 4320
8, 1.329922592163289, 3.047244094488189, 4320
9, 3.1939592576308673, 2.610236220472441, 4320
10, 2.245200314427702, 3.2598425196850394, 4320
11, 1.2778821429047253, 5.31496062992126, 4320
12, 4.258550168538577, 3.590551181102362, 4320
13, 3.981840467911055, 3.6968503937007875, 4320
14, 5.3894506841467145, 2.503937007874016, 4320
15, 5.094181755199383, 4.015748031496063, 4320
16, 4.776250049962028, 5.208661417322835, 4320
17, 7.441411194159107, 3.377952755905512, 4320
18, 8.018892308512198, 2.503937007874016, 4320
19, 7.679883288700589, 2.0669291338582676, 4320
20, 8.107678164594908, 1.0866141732283463, 4320
21, 8.447899596306806, 0.8740157480314963, 4320
22, 9.05541122080552, 0.7559055118110232, 4320
23, 12.734148713644299, 1.8543307086614176, 4320
24, 10.469922858627443, 5.326771653543307, 4320
