Index,Dose,Measure,Time
0, 0.025, 2.37, 1577880
1, 0.025, 0.92, 1577880 
2, 0.025, 1.47, 1577880
3, 0.075, 4.08, 1577880
4, 0.075, 2.02, 1577880
5, 0.075, 2.10, 1577880
