Index,Dose,Measure,Time
0, 0.020491803278688492, -0.00822304105880578, 2880
1, 0.10245901639344268, 0.00016919837569573382, 2880
2, 0.22540983606557385, 0.00037223642653039235, 2880
3, 0.5122950819672132, 0.0173597533463683, 2880
4, 0.7581967213114753, 0.042536471649872176, 2880
5, 0.9836065573770489, 0.08419311174612765, 2880
6, 2.0081967213114753, 0.2757933523838174, 2880
7, 3.0122950819672125, 0.5994698450894871, 2880
8, 3.995901639344262, 1.005681305459468, 2880
9, 4.999999999999999, 1.5688073394495414, 2880
10, 0.020491803278687826, 0.007239819004524861, 2880
11, 0.12295081967213228, 0.007239819004524861, 2880
12, 0.2459016393442628, 0.007239819004524861, 2880
13, 0.5122950819672134, 0.014479638009049944, 2880
14, 0.7377049180327866, 0.018099547511312264, 2880
15, 0.9836065573770494, 0.03619909502262442, 2880
16, 1.9877049180327866, 0.10859728506787336, 2880
17, 2.991803278688524, 0.22443438914027158, 2880
18, 3.975409836065573, 0.40180995475113135, 2880
19, 5, 0.619004524886878, 2880
