Index,Dose,Measure,Time
0, 0.5033112582781458, 1.02092050209205, 50.1
1, 1.033112582781457, 1.9581589958158996, 50.1
2, 1.9867549668874176, 3.3138075313807525, 50.1
3, 0.23841059602649017, 0.01673640167363999, 50.1
4, 0.23841059602649017, 0.10041841004184082, 50.1
5, 0.5033112582781458, 0.0, 50.1
6, 0.5033112582781458, 0.06694560669456084, 50.1
7, 0.5033112582781458, 0.08368200836820083, 50.1
8, 0.980132450331126, 0.050209205020920855, 50.1
9, 0.980132450331126, 0.050209205020920855, 50.1
10, 0.980132450331126, 0.1338912133891217, 50.1
11, 1.2450331125827816, 0.2510460251046025, 50.1
12, 1.5099337748344372, 0.21757322175732252, 50.1
13, 1.4834437086092715, 0.28451882845188337, 50.1
14, 1.9867549668874176, 0.18410041841004166, 50.1
15, 1.9867549668874176, 0.21757322175732252, 50.1
16, 1.9867549668874176, 0.30125523012552335, 50.1
17, 1.9867549668874176, 0.4184100418410046, 50.1
18, 2.4900662251655628, 0.5523012552301259, 50.1
19, 3.0463576158940397, 0.43514644351464415, 50.1
20, 2.9933774834437084, 0.4686192468619246, 50.1
21, 2.9933774834437084, 0.5188284518828454, 50.1
22, 2.9933774834437084, 0.5690376569037658, 50.1
23, 3.9735099337748347, 0.4184100418410046, 50.1
24, 4.026490066225167, 0.8200836820083679, 50.1
25, 3.9735099337748347, 0.9205020920502092, 50.1
26, 3.9735099337748347, 1.1380753138075312, 50.1
27, 5.006622516556291, 1.0711297071129708, 50.1
28, 5.112582781456954, 1.1715481171548117, 50.1
29, 4.980132450331126, 1.2552301255230125, 50.1
30, 6.092715231788079, 1.4058577405857742, 50.1
31, 5.986754966887416, 2.225941422594142, 50.1
32, 7.973509933774833, 1.6066945606694563, 50.1
33, 4, 1.7778434796958162, 5.047924201377896
34, 4, 2.039095697135549, 10.181658163616106
35, 4, 4.5463083925796575, 14.792282622148264
36, 4, 5.068909088408808, 24.663705496500228
37, 4, 4.045655193278236, 34.62258831942131
38, 4, 5.1758550035066495, 64.65765480823444
39, 4, 5.839477990621434, 94.32307925026475
40, 2.5, 0.8153302438152341, 5.1023803957700125
41, 2.5, 1.1933469932204792, 9.833468557048349
42, 2.5, 1.8921052269695684, 14.942449703653779
43, 2.5, 1.8896987032274923, 24.84357595676508
44, 2.5, 2.14979578927103, 34.72985052049668
45, 2.5,  1.996740879275018, 64.44148021837486
46, 2.5,  2.7477688087019914, 94.49799914740305
47, 1, 0.08615354996630842, 5.143635088491294
48, 1, 0.25990456414417107, 10.28231961385606
49, 1, 0.28550997675985723, 24.93433628075195
50, 1, 0.19560224975591023, 34.84041309698978
51, 1, 0.45079002736561424, 64.92498521706847
52, 1, 0.29773511736960145, 94.63661491494656
53, 1.014388489208633, 0.041666666666666075, 50.1
54, 1.014388489208633, 0.11666666666666625, 50.1
55, 1.985611510791367, 0.125, 50.1
56, 1.985611510791367, 0.2833333333333323, 50.1
57, 3.0000000000000004, 0.4249999999999998, 50.1
58, 3.0000000000000004, 0.17499999999999982, 50.1
59, 4.100719424460431, 0.31666666666666554, 50.1
60, 4.122302158273381, 0.8666666666666667, 50.1
61, 5.093525179856115, 1.1583333333333332, 50.1
62, 5.115107913669066, 0.4666666666666659, 50.1
63, 6.107913669064748, 0.5999999999999996, 50.1
64, 6.107913669064748, 1.5, 50.1
65, 0.0011668422332054007, 0.017560975609756002, 50.1
66, 0.34169030062393624, 0.04243902439024383, 50.1
67, 0.3393566161575219, 0.007317073170731603, 50.1
68, 0.698841260837856, 0.017560975609756002, 50.1
69, 0.7591281095535205, 0.024878048780487716, 50.1
70, 0.7021473138319418, 0.06731707317073155, 50.1
71, 0.7818815331010462, 0.06731707317073155, 50.1
72, 1.2984036950004043, 0.040975609756097486, 50.1
73, 1.4968641114982564, 0.0278048780487804, 50.1
74, 1.2818734300299806, 0.09219512195121937, 50.1
75, 1.480917267644438, 0.08780487804878045, 50.1
76, 2.0202900899440888, 0.10536585365853657, 50.1
77, 1.9964670610161246, 0.04682926829268286, 50.1
78, 2.6951138481484467, 0.061463414634146174, 50.1
79, 3.013564540961024, 0.05414634146341457, 50.1
80, 2.7004618750506424, 0.14195121951219503, 50.1
81, 2.9824487480755195, 0.1858536585365853, 50.1
82, 4.511401020986952, 0.0965853658536584, 50.1
83, 4.520346811441534, 0.23121951219512182, 50.1
84, 6.020516975933878, 0.308780487804878, 50.1
85, 6.007584474515841, 0.11414634146341451, 50.1
